sk_cid;cd_cid;ds_cid;dt_carga
10527;x388;vítima de inundação - outros locais especificados;2025-10-04 02:54:51
10528;x389;vítima de inundação - local não especificado;2025-10-04 02:54:51
10529;x390;exposição a outras forças da natureza e às não especificadas - residência;2025-10-04 02:54:51
10530;x391;exposição a outras forças da natureza e às não especificadas - habitação coletiva;2025-10-04 02:54:51
10531;x392;exposição a outras forças da natureza e às não especificadas - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10532;x393;exposição a outras forças da natureza e às não especificadas - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10533;x394;exposição a outras forças da natureza e às não especificadas - rua e estrada;2025-10-04 02:54:51
10534;x395;exposição a outras forças da natureza e às não especificadas - áreas de comércio e de serviços;2025-10-04 02:54:51
10535;x396;exposição a outras forças da natureza e às não especificadas - áreas industriais e em construção;2025-10-04 02:54:51
10536;x397;exposição a outras forças da natureza e às não especificadas - fazenda;2025-10-04 02:54:51
10537;x398;exposição a outras forças da natureza e às não especificadas - outros locais especificados;2025-10-04 02:54:51
10538;x399;exposição a outras forças da natureza e às não especificadas - local não especificado;2025-10-04 02:54:51
10539;x400;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - residência;2025-10-04 02:54:51
10540;x401;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - habitação coletiva;2025-10-04 02:54:51
10541;x402;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10542;x403;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10543;x404;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - rua e estrada;2025-10-04 02:54:51
10544;x405;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas de comércio e de serviços;2025-10-04 02:54:51
10545;x406;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas industriais e em construção;2025-10-04 02:54:51
10546;x407;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - fazenda;2025-10-04 02:54:51
10547;x408;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - outros locais especificados;2025-10-04 02:54:51
10548;x409;envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - local não especificado;2025-10-04 02:54:51
10549;x410;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - residência;2025-10-04 02:54:51
10550;x411;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - habitação coletiva;2025-10-04 02:54:51
10551;x412;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10552;x413;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10553;x414;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - rua e estrada;2025-10-04 02:54:51
10554;x415;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - áreas de comércio e de serviços;2025-10-04 02:54:51
10555;x416;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - áreas industriais e em construção;2025-10-04 02:54:51
10556;x417;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - fazenda;2025-10-04 02:54:51
10557;x418;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - outros locais especificados;2025-10-04 02:54:51
10558;x419;envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - local não especificado;2025-10-04 02:54:51
10559;x420;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - residência;2025-10-04 02:54:51
10560;x421;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - habitação coletiva;2025-10-04 02:54:51
10561;x422;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10562;x423;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10563;x424;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - rua e estrada;2025-10-04 02:54:51
10564;x425;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas de comércio e de serviços;2025-10-04 02:54:51
10565;x426;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas industriais e em construção;2025-10-04 02:54:51
10566;x427;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - fazenda;2025-10-04 02:54:51
10567;x428;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - outros locais especificados;2025-10-04 02:54:51
10568;x429;envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - local não especificado;2025-10-04 02:54:51
10569;x430;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - residência;2025-10-04 02:54:51
10570;x431;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - habitação coletiva;2025-10-04 02:54:51
10571;x432;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10572;x433;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10573;x434;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - rua e estrada;2025-10-04 02:54:51
10574;x435;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços;2025-10-04 02:54:51
10575;x436;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção;2025-10-04 02:54:51
10576;x437;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda;2025-10-04 02:54:51
10577;x438;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados;2025-10-04 02:54:51
10578;x439;envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado;2025-10-04 02:54:51
10579;x440;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - residência;2025-10-04 02:54:51
10580;x441;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - habitação coletiva;2025-10-04 02:54:51
10581;x442;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - escolas, outras instituições e áreas de administração pública;2025-10-04 02:54:51
10582;x443;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - área para a prática de esportes e atletismo;2025-10-04 02:54:51
10583;x444;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - rua e estrada;2025-10-04 02:54:51
10584;x445;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas de comércio e de serviços;2025-10-04 02:54:51
10585;x446;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas industriais e em construção;2025-10-04 02:54:51
10586;x447;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - fazenda;2025-10-04 02:54:51
10587;x448;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - outros locais especificados;2025-10-04 02:54:51
10588;x449;envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - local não especificado;2025-10-04 02:54:51
